Codigo,Meso_region_geo,State,Year,AP_ha,AC_ha,QP_ton,RMP_kgha,VP_pct
4104,Norte Pioneiro Paranaense,PR,2004,46605,46605,53100,1139,3.38
4105,Centro Oriental Paranaense,PR,2004,71505,71505,127586,1784,8.03
4106,Oeste Paranaense,PR,2004,22165,22165,35090,1583,1.46
4107,Sudoeste Paranaense,PR,2004,34770,34770,48263,1388,3.63
4108,Centro-Sul Paranaense,PR,2004,59180,59180,62514,1056,4.19
4109,Sudeste Paranaense,PR,2004,121852,121852,168841,1385,15.22
4110,Metropolitana de Curitiba,PR,2004,63697,63697,87500,1373,14.77
4201,Oeste Catarinense,SC,2004,53973,52871,58511,1106,3.77
4202,Norte Catarinense,SC,2004,15080,15080,25456,1688,3.27
4203,Serrana,SC,2004,44241,44091,39048,885,13.29
4204,Vale do Itajaí,SC,2004,5057,5035,6021,1195,0.91
4205,Grande Florianópolis,SC,2004,3552,3552,4265,1200,2.69
4206,Sul Catarinense,SC,2004,15439,13939,10558,757,1.31
4301,Noroeste Rio-grandense,RS,2004,72910,69592,67934,976,1.51
4302,Nordeste Rio-grandense,RS,2004,9611,9609,11437,1190,2.16
4303,Centro Ocidental Rio-grandense,RS,2004,11972,11250,11747,1044,1.14
4304,Centro Oriental Rio-grandense,RS,2004,16793,15742,15615,991,1.06
4305,Metropolitana de Porto Alegre,RS,2004,10304,9933,8323,837,0.75
4306,Sudoeste Rio-grandense,RS,2004,2730,2730,1625,595,0.09
4307,Sudeste Rio-grandense,RS,2004,17905,17600,17028,967,1.51
5001,Pantanais Sul Mato-grossense,MS,2004,1880,1880,1681,894,2.46
5002,Centro Norte de Mato Grosso do Sul,MS,2004,2292,2292,2810,1226,0.3
5003,Leste de Mato Grosso do Sul,MS,2004,6759,6046,6518,1078,0.65
5004,Sudoeste de Mato Grosso do Sul,MS,2004,19155,18526,21228,1145,0.87
5101,Norte Mato-grossense,MT,2004,20566,20566,23268,1131,0.28
5102,Nordeste Mato-grossense,MT,2004,549,549,1076,1959,0.08
5103,Sudoeste Mato-grossense,MT,2004,3665,3665,2276,621,0.65
5104,Centro-Sul Mato-grossense,MT,2004,3291,3291,2591,787,0.96
5105,Sudeste Mato-grossense,MT,2004,15405,15405,37281,2420,1.14
5201,Noroeste Goiano,GO,2004,5338,5338,15320,2869,11.73
5202,Norte Goiano,GO,2004,4067,3362,5169,1537,3.76
5203,Centro Goiano,GO,2004,12890,12750,17780,1394,3.2
5204,Leste Goiano,GO,2004,63037,49367,99484,2015,9.47
5205,Sul Goiano,GO,2004,35705,33605,72082,2144,1.43
5301,Distrito Federal,DF,2004,14614,9177,18346,1999,5.08
1101,Madeira-Guaporé,RO,2005,5909,5909,2617,442,4.39
1102,Leste Rondoniense,RO,2005,57123,57123,30472,533,9.96
1201,Vale do Juruá,AC,2005,3857,3857,2441,632,5.89
1202,Vale do Acre,AC,2005,12449,6579,2007,305,2.89
1301,Norte Amazonense,AM,2005,101,101,106,1049,2.19
1302,Sudoeste Amazonense,AM,2005,1079,1069,1045,977,7.25
1303,Centro Amazonense,AM,2005,1734,1724,1519,881,1.14
1304,Sul Amazonense,AM,2005,3421,3421,3098,905,6.79
1401,Norte de Roraima,RR,2005,615,603,468,776,0.84
1402,Sul de Roraima,RR,2005,385,384,190,494,1.04
1501,Baixo Amazonas,PA,2005,10959,10959,5485,500,3.21
1502,Marajó,PA,2005,375,375,261,696,3.46
1503,Metropolitana de Belém,PA,2005,1370,1370,1326,967,4.78
1504,Nordeste Paraense,PA,2005,39807,39807,36257,910,15.37
1505,Sudoeste Paraense,PA,2005,9521,9521,7096,745,9.22
1506,Sudeste Paraense,PA,2005,10749,10727,5947,554,1.56
1601,Norte do Amapá,AP,2005,417,417,280,671,0.87
1602,Sul do Amapá,AP,2005,655,655,402,613,0.79
1701,Ocidental do Tocantins,TO,2005,10385,10385,10166,978,3.09
1702,Oriental do Tocantins,TO,2005,2310,2310,1393,603,0.61
2101,Norte Maranhense,MA,2005,11345,11345,4463,393,4.74
2102,Oeste Maranhense,MA,2005,17453,17453,8841,506,5.37
2103,Centro Maranhense,MA,2005,19192,19192,9010,469,8.81
2104,Leste Maranhense,MA,2005,27008,27008,11712,433,8.91
2105,Sul Maranhense,MA,2005,3027,3027,1656,547,0.32
2201,Norte Piauiense,PI,2005,23645,23034,4753,206,15.24
2202,Centro-Norte Piauiense,PI,2005,41652,41439,7820,188,14.78
2203,Sudoeste Piauiense,PI,2005,57440,57440,19195,334,5.21
2204,Sudeste Piauiense,PI,2005,105298,103303,15900,153,33.59
2301,Noroeste Cearense,CE,2005,136465,136385,36524,267,23.18
2302,Norte Cearense,CE,2005,89788,89788,23219,258,26.04
2303,Metropolitana de Fortaleza,CE,2005,9971,9951,2253,226,19.14
2304,Sertões Cearenses,CE,2005,141355,141355,37478,265,43.23
2305,Jaguaribe,CE,2005,43679,41997,17129,407,12.02
2306,Centro-Sul Cearense,CE,2005,27353,27353,5670,207,21.34
2307,Sul Cearense,CE,2005,45521,45521,10093,221,22.31
2401,Oeste Potiguar,RN,2005,31069,24909,9906,397,6.76
2402,Central Potiguar,RN,2005,7761,3984,1414,354,10.11
2403,Agreste Potiguar,RN,2005,21560,21545,7222,335,10.93
2404,Leste Potiguar,RN,2005,5747,5747,2290,398,0.72
2501,Sertão Paraibano,PB,2005,67194,64624,13578,210,38.4
2502,Borborema,PB,2005,38850,32960,8154,247,37.75
2503,Agreste Paraibano,PB,2005,69102,69002,30319,439,26.83
2504,Mata Paraibana,PB,2005,2775,2771,1160,418,0.47
2601,Sertão Pernambucano,PE,2005,161121,115181,31407,272,26.15
2602,São Francisco Pernambucano,PE,2005,18781,18781,7671,408,6.94
2603,Agreste Pernambucano,PE,2005,118378,110544,53107,480,32.11
2604,Mata Pernambucana,PE,2005,1133,1133,504,444,0.14
2605,Metropolitana de Recife,PE,2005,-,-,-,-,-
2701,Sertão Alagoano,AL,2005,53895,51486,29081,564,64.46
2702,Agreste Alagoano,AL,2005,33239,30853,13873,449,17.59
2703,Leste Alagoano,AL,2005,5837,5832,2835,486,0.32
2801,Sertão Sergipano,SE,2005,28365,23565,12474,529,24.98
2802,Agreste Sergipano,SE,2005,24175,23865,19312,809,14.77
2803,Leste Sergipano,SE,2005,4315,4198,2240,533,2.04
2901,Extremo Oeste Baiano,BA,2005,25675,25675,33172,1291,2.04
2902,Vale São-Franciscano da Bahia,BA,2005,26710,26350,15567,590,8.57
2903,Centro Norte Baiano,BA,2005,320744,221699,110450,498,32.42
2904,Nordeste Baiano,BA,2005,316082,316082,246648,780,49.13
2905,Metropolitana de Salvador,BA,2005,3691,3691,2334,632,1.9
2906,Centro Sul Baiano,BA,2005,90497,89822,49082,546,11.77
2907,Sul Baiano,BA,2005,6536,6536,5067,775,3.01
3101,Noroeste de Minas,MG,2005,86455,86455,213058,2464,24.35
3102,Norte de Minas,MG,2005,58961,58064,57670,993,18.6
3103,Jequitinhonha,MG,2005,15448,14251,7719,541,10.39
3104,Vale do Mucuri,MG,2005,3045,2710,1809,667,6.42
3105,Triângulo Mineiro/Alto Paranaíba,MG,2005,49335,49322,93920,1904,4.03
3106,Central Mineira,MG,2005,4809,4709,5263,1117,4.44
3107,Metropolitana de Belo Horizonte,MG,2005,17650,17605,11771,668,8.89
3108,Vale do Rio Doce,MG,2005,28123,26967,16036,594,11.59
3109,Oeste de Minas,MG,2005,24708,24708,24264,982,11.89
3110,Sul/Sudoeste de Minas,MG,2005,64295,64230,63550,989,7.09
3111,Campo das Vertentes,MG,2005,24071,23851,21104,884,16.82
3112,Zona da Mata,MG,2005,61143,60255,43406,720,21.75
3201,Noroeste Espírito-santense,ES,2005,2302,2302,1698,737,8.63
3202,Litoral Norte Espírito-santense,ES,2005,3837,3837,4900,1277,5.8
3203,Central Espírito-santense,ES,2005,12995,12995,9206,708,10.83
3204,Sul Espírito-santense,ES,2005,7055,7055,4325,613,5.44
3301,Noroeste Fluminense,RJ,2005,2702,2692,2362,877,4.03
3302,Norte Fluminense,RJ,2005,1029,1029,801,778,0.57
3303,Centro Fluminense,RJ,2005,1726,1726,1549,897,4.85
3304,Baixadas,RJ,2005,292,292,272,931,2.3
3305,Sul Fluminense,RJ,2005,765,765,634,828,11.6
3306,Metropolitana do Rio de Janeiro,RJ,2005,308,308,264,857,0.33
3501,São José do Rio Preto,SP,2005,6308,6308,9504,1506,1.03
3502,Ribeirão Preto,SP,2005,13187,13187,29229,2216,1.3
3503,Araçatuba,SP,2005,13800,13800,18247,1322,3.14
3504,Bauru,SP,2005,13094,13094,20036,1530,2.17
3505,Araraquara,SP,2005,485,485,514,1059,0.09
3506,Piracicaba,SP,2005,503,503,776,1542,0.15
3507,Campinas,SP,2005,20018,20018,42621,2129,5.51
3508,Presidente Prudente,SP,2005,15596,15596,14716,943,2.83
3509,Marília,SP,2005,1664,1664,1340,805,1.49
3510,Assis,SP,2005,10662,10662,15613,1464,2.43
3511,Itapetininga,SP,2005,54155,54155,75381,1391,9.95
3512,Macro Metropolitana Paulista,SP,2005,9857,9857,12042,1221,6.46
3513,Vale do Paraíba Paulista,SP,2005,5244,5244,6211,1184,12.33
3514,Litoral Sul Paulista,SP,2005,314,314,186,592,5.89
3515,Metropolitana de São Paulo,SP,2005,430,430,316,734,3.78
4101,Noroeste Paranaense,PR,2005,9863,9863,6338,642,0.9
4102,Centro Ocidental Paranaense,PR,2005,6668,6668,8293,1243,0.97
4103,Norte Central Paranaense,PR,2005,43389,43389,51937,1197,3.75
4104,Norte Pioneiro Paranaense,PR,2005,36595,35582,30468,856,3.92
4105,Centro Oriental Paranaense,PR,2005,63605,61305,90068,1469,9.74
4106,Oeste Paranaense,PR,2005,21465,21465,33756,1572,1.86
4107,Sudoeste Paranaense,PR,2005,22899,22899,31641,1381,5.06
4108,Centro-Sul Paranaense,PR,2005,42261,42261,49100,1161,5.91
4109,Sudeste Paranaense,PR,2005,131623,131623,161879,1229,18.25
4110,Metropolitana de Curitiba,PR,2005,65061,65061,93539,1437,16.26
4201,Oeste Catarinense,SC,2005,38663,35963,32556,905,3.37
4202,Norte Catarinense,SC,2005,15837,15837,27195,1717,4.93
4203,Serrana,SC,2005,40178,37393,30494,815,13.08
4204,Vale do Itajaí,SC,2005,3519,3428,4406,1285,0.8
4205,Grande Florianópolis,SC,2005,2852,2852,3547,1243,2.29
4206,Sul Catarinense,SC,2005,13750,13675,14970,1094,2.39
4301,Noroeste Rio-grandense,RS,2005,58832,52051,36615,703,2.04
4302,Nordeste Rio-grandense,RS,2005,7561,7421,5170,696,1.23
4303,Centro Ocidental Rio-grandense,RS,2005,10362,9916,8896,897,1.58
4304,Centro Oriental Rio-grandense,RS,2005,13552,12497,11660,933,1.12
4305,Metropolitana de Porto Alegre,RS,2005,9435,9214,5953,646,0.77
4306,Sudoeste Rio-grandense,RS,2005,1810,1560,917,587,0.08
4307,Sudeste Rio-grandense,RS,2005,16551,15921,5793,363,0.82
5001,Pantanais Sul Mato-grossense,MS,2005,1310,1225,1056,862,3.5
5002,Centro Norte de Mato Grosso do Sul,MS,2005,2298,2216,2259,1019,0.5
5003,Leste de Mato Grosso do Sul,MS,2005,4594,4594,4938,1074,1
5004,Sudoeste de Mato Grosso do Sul,MS,2005,13227,12777,15342,1200,1.08
5101,Norte Mato-grossense,MT,2005,29000,28800,47017,1632,0.88
5102,Nordeste Mato-grossense,MT,2005,558,558,1001,1793,0.12
5103,Sudoeste Mato-grossense,MT,2005,3161,3161,2451,775,0.74
5104,Centro-Sul Mato-grossense,MT,2005,3080,3042,2246,738,1.13
5105,Sudeste Mato-grossense,MT,2005,6445,6445,13407,2080,0.43
5201,Noroeste Goiano,GO,2005,4646,4646,12979,2793,12.23
5202,Norte Goiano,GO,2005,5590,5590,9772,1748,9.36
5203,Centro Goiano,GO,2005,13795,13795,24796,1797,5.73
5204,Leste Goiano,GO,2005,69306,69306,175996,2539,20.8
5205,Sul Goiano,GO,2005,24905,24905,56918,2285,1.69
5301,Distrito Federal,DF,2005,14585,14585,36800,2523,18.24
1101,Madeira-Guaporé,RO,2006,5565,5565,1805,324,2.74
1102,Leste Rondoniense,RO,2006,56060,56060,34816,621,11.45
1201,Vale do Juruá,AC,2006,3864,3855,2417,626,6.85
1202,Vale do Acre,AC,2006,11120,10120,4399,434,5.34
1301,Norte Amazonense,AM,2006,101,101,106,1049,2.17
1302,Sudoeste Amazonense,AM,2006,1286,1264,1167,923,5.41
1303,Centro Amazonense,AM,2006,1889,1860,1731,930,1.24
1304,Sul Amazonense,AM,2006,3879,3851,3451,896,7.62
1401,Norte de Roraima,RR,2006,635,622,480,771,0.87
1402,Sul de Roraima,RR,2006,365,365,178,487,0.95
1501,Baixo Amazonas,PA,2006,10803,10767,6521,605,4.13
1502,Marajó,PA,2006,380,380,240,631,2.91
1503,Metropolitana de Belém,PA,2006,1590,1590,1568,986,6.37
1504,Nordeste Paraense,PA,2006,41211,41211,39933,968,12.98
1505,Sudoeste Paraense,PA,2006,11008,11008,8178,742,11.56
1506,Sudeste Paraense,PA,2006,11005,10817,6753,624,2.32
1601,Norte do Amapá,AP,2006,450,445,307,689,1.01
1602,Sul do Amapá,AP,2006,830,805,543,674,0.91
1701,Ocidental do Tocantins,TO,2006,10221,10201,9513,932,4.29
1702,Oriental do Tocantins,TO,2006,2600,2600,1627,625,0.86
2101,Norte Maranhense,MA,2006,10993,10993,4417,401,4.89
2102,Oeste Maranhense,MA,2006,17496,17496,8756,500,5.69
2103,Centro Maranhense,MA,2006,20063,20063,10159,506,11.66
2104,Leste Maranhense,MA,2006,28684,28684,12717,443,8.43
2105,Sul Maranhense,MA,2006,8370,8370,4512,539,1.11
2201,Norte Piauiense,PI,2006,23769,23089,7207,312,17.18
2202,Centro-Norte Piauiense,PI,2006,42343,40847,15119,370,20.32
2203,Sudoeste Piauiense,PI,2006,59341,57153,17332,303,7.45
2204,Sudeste Piauiense,PI,2006,108746,90801,27401,301,34.81
2301,Noroeste Cearense,CE,2006,146076,146076,57306,392,26.06
2302,Norte Cearense,CE,2006,91081,91081,39181,430,26.29
2303,Metropolitana de Fortaleza,CE,2006,10551,10551,3586,339,22.83
2304,Sertões Cearenses,CE,2006,158216,158216,75942,479,40.07
2305,Jaguaribe,CE,2006,53160,53160,32850,617,11.68
2306,Centro-Sul Cearense,CE,2006,29945,29945,14549,485,26.31
2307,Sul Cearense,CE,2006,58149,58149,29844,513,19.52
2401,Oeste Potiguar,RN,2006,37688,37688,17453,463,7.34
2402,Central Potiguar,RN,2006,11327,11257,5215,463,30.13
2403,Agreste Potiguar,RN,2006,25646,17528,6100,348,9.12
2404,Leste Potiguar,RN,2006,6547,6547,3927,599,1.46
2501,Sertão Paraibano,PB,2006,85770,85770,42926,500,40.77
2502,Borborema,PB,2006,42397,42342,15214,359,40.78
2503,Agreste Paraibano,PB,2006,72180,70564,41466,587,34.81
2504,Mata Paraibana,PB,2006,3116,3111,1540,495,0.57
2601,Sertão Pernambucano,PE,2006,166635,135738,47111,347,30.23
2602,São Francisco Pernambucano,PE,2006,18535,17435,7447,427,10.85
2603,Agreste Pernambucano,PE,2006,125790,125590,69574,553,38.59
2604,Mata Pernambucana,PE,2006,1142,1142,521,456,0.13
2605,Metropolitana de Recife,PE,2006,460,460,460,1000,0.55
2701,Sertão Alagoano,AL,2006,54520,53810,25670,477,61.01
2702,Agreste Alagoano,AL,2006,33259,32109,14018,436,17.73
2703,Leste Alagoano,AL,2006,5501,5501,2802,509,0.28
2801,Sertão Sergipano,SE,2006,27755,23825,10259,430,15.16
2802,Agreste Sergipano,SE,2006,18620,17869,11598,649,8.65
2803,Leste Sergipano,SE,2006,4795,4261,2172,509,1.64
2901,Extremo Oeste Baiano,BA,2006,30630,25808,34886,1351,2.02
2902,Vale São-Franciscano da Bahia,BA,2006,31078,30766,12405,403,4.91
2903,Centro Norte Baiano,BA,2006,249191,154288,82312,533,24.58
2904,Nordeste Baiano,BA,2006,322920,322920,181254,561,39.42
2905,Metropolitana de Salvador,BA,2006,3442,3442,2143,622,1.18
2906,Centro Sul Baiano,BA,2006,96464,94800,41170,434,7.69
2907,Sul Baiano,BA,2006,6056,6056,4717,778,2.47
3101,Noroeste de Minas,MG,2006,85815,85775,164374,1916,23.4
3102,Norte de Minas,MG,2006,59197,43426,38467,885,17.94
3103,Jequitinhonha,MG,2006,16586,14500,6253,431,9.82
3104,Vale do Mucuri,MG,2006,4866,4864,2356,484,7.92
3105,Triângulo Mineiro/Alto Paranaíba,MG,2006,49744,49509,92964,1877,3.69
3106,Central Mineira,MG,2006,3681,3450,3613,1047,2.19
3107,Metropolitana de Belo Horizonte,MG,2006,17235,16406,10927,666,8.13
3108,Vale do Rio Doce,MG,2006,25507,24574,13494,549,12.05
3109,Oeste de Minas,MG,2006,24982,24870,26393,1061,11.6
3110,Sul/Sudoeste de Minas,MG,2006,61232,61148,61871,1011,7.98
3111,Campo das Vertentes,MG,2006,24255,24155,22076,913,18.89
3112,Zona da Mata,MG,2006,54516,52377,33852,646,18.27
3201,Noroeste Espírito-santense,ES,2006,1922,1922,1397,726,8.92
3202,Litoral Norte Espírito-santense,ES,2006,3537,3537,4186,1183,5.98
3203,Central Espírito-santense,ES,2006,12277,12277,8150,663,8.65
3204,Sul Espírito-santense,ES,2006,6389,6389,3996,625,4.79
3301,Noroeste Fluminense,RJ,2006,2631,2631,2280,866,4.44
3302,Norte Fluminense,RJ,2006,854,854,650,761,0.44
3303,Centro Fluminense,RJ,2006,1652,1652,1512,915,4.06
3304,Baixadas,RJ,2006,249,243,223,917,1.8
3305,Sul Fluminense,RJ,2006,620,620,566,912,7.5
3306,Metropolitana do Rio de Janeiro,RJ,2006,390,390,355,910,0.4
3501,São José do Rio Preto,SP,2006,4787,4787,6611,1381,0.52
3502,Ribeirão Preto,SP,2006,13512,13512,24879,1841,0.78
3503,Araçatuba,SP,2006,10034,10034,14238,1418,1.73
3504,Bauru,SP,2006,19221,19221,37552,1953,3.36
3505,Araraquara,SP,2006,375,375,463,1234,0.07
3506,Piracicaba,SP,2006,513,513,871,1697,0.12
3507,Campinas,SP,2006,20275,20275,40740,2009,3.91
3508,Presidente Prudente,SP,2006,11150,11150,10861,974,1.47
3509,Marília,SP,2006,1320,1320,1100,833,1.2
3510,Assis,SP,2006,10968,10968,15549,1417,1.78
3511,Itapetininga,SP,2006,83661,83661,125588,1501,15.79
3512,Macro Metropolitana Paulista,SP,2006,10516,10516,11767,1118,6.94
3513,Vale do Paraíba Paulista,SP,2006,4673,4673,5565,1190,9.61
3514,Litoral Sul Paulista,SP,2006,265,265,188,709,16.27
3515,Metropolitana de São Paulo,SP,2006,400,400,298,745,2.81
4101,Noroeste Paranaense,PR,2006,9569,9569,7073,739,0.69
4102,Centro Ocidental Paranaense,PR,2006,13474,13474,18449,1369,1.59
4103,Norte Central Paranaense,PR,2006,54439,54277,69120,1273,4.33
4104,Norte Pioneiro Paranaense,PR,2006,47391,45284,55440,1224,6.5
4105,Centro Oriental Paranaense,PR,2006,73230,71930,118332,1645,10.3
4106,Oeste Paranaense,PR,2006,41007,41007,69096,1684,4.39
4107,Sudoeste Paranaense,PR,2006,53410,53410,90100,1686,12.6
4108,Centro-Sul Paranaense,PR,2006,68485,67385,89067,1321,7.67
4109,Sudeste Paranaense,PR,2006,167177,162417,193814,1193,15.35
4110,Metropolitana de Curitiba,PR,2006,71297,71297,107524,1508,13.88
4201,Oeste Catarinense,SC,2006,40357,40121,53759,1339,5.28
4202,Norte Catarinense,SC,2006,22788,22784,34933,1533,6.71
4203,Serrana,SC,2006,41533,41333,43785,1059,16.49
4204,Vale do Itajaí,SC,2006,5504,5479,7565,1380,1.29
4205,Grande Florianópolis,SC,2006,2587,2587,2987,1154,1.59
4206,Sul Catarinense,SC,2006,15741,15716,21238,1351,3.55
4301,Noroeste Rio-grandense,RS,2006,62403,62348,73556,1179,1.88
4302,Nordeste Rio-grandense,RS,2006,7948,7948,9870,1241,1.5
4303,Centro Ocidental Rio-grandense,RS,2006,11509,11479,13538,1179,1.3
4304,Centro Oriental Rio-grandense,RS,2006,13146,13146,11990,912,1.09
4305,Metropolitana de Porto Alegre,RS,2006,9494,9204,5967,648,0.74
4306,Sudoeste Rio-grandense,RS,2006,1585,1585,1061,669,0.08
4307,Sudeste Rio-grandense,RS,2006,16578,15960,4177,261,0.62
5001,Pantanais Sul Mato-grossense,MS,2006,1105,817,993,1215,5.2
5002,Centro Norte de Mato Grosso do Sul,MS,2006,3488,3442,3589,1042,0.55
5003,Leste de Mato Grosso do Sul,MS,2006,4611,4549,5185,1139,0.86
5004,Sudoeste de Mato Grosso do Sul,MS,2006,23666,23662,29435,1243,1.51
5101,Norte Mato-grossense,MT,2006,18893,18893,21397,1132,0.57
5102,Nordeste Mato-grossense,MT,2006,838,838,1228,1465,0.22
5103,Sudoeste Mato-grossense,MT,2006,3140,3140,2302,733,0.67
5104,Centro-Sul Mato-grossense,MT,2006,3256,2616,2253,861,1.17
5105,Sudeste Mato-grossense,MT,2006,9339,9339,19038,2038,1.25
5201,Noroeste Goiano,GO,2006,4560,4560,12866,2821,13.2
5202,Norte Goiano,GO,2006,5595,5595,10693,1911,10.31
5203,Centro Goiano,GO,2006,10058,10058,19841,1972,3.89
5204,Leste Goiano,GO,2006,78046,78046,146825,1881,20.11
5205,Sul Goiano,GO,2006,35149,35099,78253,2229,2.24
5301,Distrito Federal,DF,2006,17962,17962,34209,1904,18.88
1101,Madeira-Guaporé,RO,2007,5655,4900,2040,416,2.85
1102,Leste Rondoniense,RO,2007,57196,56700,40245,709,13.45
1201,Vale do Juruá,AC,2007,3905,3905,2467,631,6.24
1202,Vale do Acre,AC,2007,10505,10505,5433,517,5.55
1301,Norte Amazonense,AM,2007,105,103,109,1058,1.76
1302,Sudoeste Amazonense,AM,2007,1287,1275,1070,839,3.39
1303,Centro Amazonense,AM,2007,1981,1944,1834,943,1.19
1304,Sul Amazonense,AM,2007,1940,1889,2641,1398,7.43
1401,Norte de Roraima,RR,2007,635,622,480,771,0.93
1402,Sul de Roraima,RR,2007,365,365,178,487,1
1501,Baixo Amazonas,PA,2007,9330,9330,8083,866,3.87
1502,Marajó,PA,2007,380,380,240,631,2.63
1503,Metropolitana de Belém,PA,2007,1780,1780,1772,995,6.94
1504,Nordeste Paraense,PA,2007,38680,38604,35043,907,9.17
1505,Sudoeste Paraense,PA,2007,10094,10094,7553,748,9.19
1506,Sudeste Paraense,PA,2007,10805,10630,6642,624,2.19
1601,Norte do Amapá,AP,2007,495,485,368,758,1.04
1602,Sul do Amapá,AP,2007,965,935,732,782,1.13
1701,Ocidental do Tocantins,TO,2007,10498,10498,7767,739,3.31
1702,Oriental do Tocantins,TO,2007,4170,4170,3595,862,1.34
2101,Norte Maranhense,MA,2007,11469,11469,4194,365,3.22
2102,Oeste Maranhense,MA,2007,18474,18474,9142,494,4.22
2103,Centro Maranhense,MA,2007,20584,20584,10239,497,8.6
2104,Leste Maranhense,MA,2007,28773,28773,11451,397,8.27
2105,Sul Maranhense,MA,2007,8392,8392,3448,410,1.05
2201,Norte Piauiense,PI,2007,23854,23561,6174,262,12.94
2202,Centro-Norte Piauiense,PI,2007,40823,40765,6083,149,11
2203,Sudoeste Piauiense,PI,2007,57691,57641,13178,228,5.36
2204,Sudeste Piauiense,PI,2007,111552,109667,12985,118,25.4
2301,Noroeste Cearense,CE,2007,138259,138259,36197,261,16.61
2302,Norte Cearense,CE,2007,104835,104835,21576,205,19.04
2303,Metropolitana de Fortaleza,CE,2007,10515,10515,3177,302,19.48
2304,Sertões Cearenses,CE,2007,173222,170272,32236,189,49.26
2305,Jaguaribe,CE,2007,43215,43215,15643,361,5.96
2306,Centro-Sul Cearense,CE,2007,31575,31575,7414,234,24.74
2307,Sul Cearense,CE,2007,59599,59599,13269,222,15.21
2401,Oeste Potiguar,RN,2007,35139,29293,11303,385,5.69
2402,Central Potiguar,RN,2007,7569,4558,1736,380,14.57
2403,Agreste Potiguar,RN,2007,26006,15329,4566,297,7.79
2404,Leste Potiguar,RN,2007,6097,5999,3752,625,1.64
2501,Sertão Paraibano,PB,2007,78202,71252,11465,160,32.45
2502,Borborema,PB,2007,26520,26520,7926,298,38.04
2503,Agreste Paraibano,PB,2007,68626,68126,43683,641,30.3
2504,Mata Paraibana,PB,2007,3238,3238,1598,493,0.55
2601,Sertão Pernambucano,PE,2007,149238,140979,34987,248,28.59
2602,São Francisco Pernambucano,PE,2007,18630,15480,4145,267,5.62
2603,Agreste Pernambucano,PE,2007,128605,128005,72707,568,45.91
2604,Mata Pernambucana,PE,2007,1125,1120,519,463,0.12
2605,Metropolitana de Recife,PE,2007,1364,1354,1338,988,2.02
2701,Sertão Alagoano,AL,2007,51075,50395,19830,393,59.78
2702,Agreste Alagoano,AL,2007,32929,31044,13154,423,15.27
2703,Leste Alagoano,AL,2007,5119,5119,2462,480,0.23
2801,Sertão Sergipano,SE,2007,26423,21873,9475,433,25.81
2802,Agreste Sergipano,SE,2007,14181,14181,10421,734,11.19
2803,Leste Sergipano,SE,2007,4788,4738,2478,523,3
2901,Extremo Oeste Baiano,BA,2007,29371,29371,40429,1376,2.56
2902,Vale São-Franciscano da Bahia,BA,2007,32553,32070,14144,441,9.15
2903,Centro Norte Baiano,BA,2007,239443,150713,64346,426,30.19
2904,Nordeste Baiano,BA,2007,224545,224545,134313,598,53.28
2905,Metropolitana de Salvador,BA,2007,3338,3338,2211,662,3.1
2906,Centro Sul Baiano,BA,2007,99458,93982,59717,635,12.52
2907,Sul Baiano,BA,2007,5428,5428,4242,781,3.24
3101,Noroeste de Minas,MG,2007,83295,83295,190993,2292,26.3
3102,Norte de Minas,MG,2007,62016,58651,55056,938,20.38
3103,Jequitinhonha,MG,2007,16280,16043,9482,591,14.76
3104,Vale do Mucuri,MG,2007,5615,5615,3934,700,12.01
3105,Triângulo Mineiro/Alto Paranaíba,MG,2007,35562,35426,65415,1846,2.7
3106,Central Mineira,MG,2007,5010,4581,5089,1110,3.19
3107,Metropolitana de Belo Horizonte,MG,2007,16808,16738,11741,701,8.38
3108,Vale do Rio Doce,MG,2007,21934,21699,13186,607,10.48
3109,Oeste de Minas,MG,2007,25624,24103,24649,1022,12.25
3110,Sul/Sudoeste de Minas,MG,2007,51731,49496,49616,1002,6.63
3111,Campo das Vertentes,MG,2007,21550,20580,20121,977,15.16
3112,Zona da Mata,MG,2007,50605,46898,31581,673,18.9
3201,Noroeste Espírito-santense,ES,2007,2059,2059,1738,844,9.91
3202,Litoral Norte Espírito-santense,ES,2007,3523,3523,4453,1263,4.76
3203,Central Espírito-santense,ES,2007,8932,8932,6606,739,7.46
3204,Sul Espírito-santense,ES,2007,6061,6061,3780,623,5.44
3301,Noroeste Fluminense,RJ,2007,3122,3122,2535,811,4.77
3302,Norte Fluminense,RJ,2007,694,694,578,832,0.47
3303,Centro Fluminense,RJ,2007,1656,1519,1362,896,3.72
3304,Baixadas,RJ,2007,251,251,236,940,2.17
3305,Sul Fluminense,RJ,2007,581,581,540,929,10.26
3306,Metropolitana do Rio de Janeiro,RJ,2007,351,336,309,919,0.44
3501,São José do Rio Preto,SP,2007,4893,4893,8427,1722,0.99
3502,Ribeirão Preto,SP,2007,8125,8125,17186,2115,0.97
3503,Araçatuba,SP,2007,10927,10927,14638,1339,1.6
3504,Bauru,SP,2007,15556,15556,27959,1797,2.42
3505,Araraquara,SP,2007,535,535,748,1398,0.18
3506,Piracicaba,SP,2007,1076,1076,1989,1848,0.34
3507,Campinas,SP,2007,16285,16285,37547,2305,8.08
3508,Presidente Prudente,SP,2007,8549,8549,7828,915,1.21
3509,Marília,SP,2007,1271,1271,1461,1149,1.13
3510,Assis,SP,2007,9755,9755,16532,1694,2.13
